Resume_ID,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Resume_Hash_ID,skills_list,skills_count,skills_lower,sentiment_score,sentiment_label,vader_compound,textblob_polarity,textblob_subjectivity,variant_type,skills_original,skills_variant,sentiment_score_variant,sentiment_label_variant,vader_compound_variant,textblob_polarity_variant,textblob_subjectivity_variant,sentiment_delta,sentiment_drift_flag,score_tfidf,score_bm25,rank_tfidf,percentile_tfidf,rank_bm25,percentile_bm25
586,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308.0,4,50.0,219de1387a67,['TensorFlow' 'Python'],2,"tensorflow, python",0.0,neutral,0.0,0.0,0.0,phrasing,"TensorFlow, Python","TensorFlow framework, Python programming",0.0,neutral,0.0,0.0,0.0,0.0,False,0.10309219418589602,0.809164316712826,277,0.7840466926070039,1029,0.1867704280155642
586,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308.0,4,50.0,219de1387a67,['TensorFlow' 'Python'],2,"tensorflow, python",0.0,neutral,0.0,0.0,0.0,abbreviation,"TensorFlow, Python","TF, Python lang",0.0,neutral,0.0,0.0,0.0,0.0,False,0.01269996248660387,0.89496544009485,1250,0.026070038910505838,978,0.2357976653696498
586,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308.0,4,50.0,219de1387a67,['TensorFlow' 'Python'],2,"tensorflow, python",0.0,neutral,0.0,0.0,0.0,word_order,"TensorFlow, Python","TensorFlow, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.05980356702154336,1.9924529853554493,947,0.25330739299610894,625,0.5097276264591439
586,"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308.0,4,50.0,219de1387a67,['TensorFlow' 'Python'],2,"tensorflow, python",0.0,neutral,0.0,0.0,0.0,placement,"TensorFlow, Python","Key Skills: TensorFlow, Python. Proficient in all listed areas.",0.0,neutral,0.0,0.0,1.0,0.0,False,0.04763243694685524,2.395289729878189,1046,0.18521400778210118,540,0.5782101167315176
587,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2,100.0,82a93b152b27,['Python' 'SQL' 'Machine Learning'],3,"python, sql, machine learning",0.0,neutral,0.0,0.0,0.0,control,"Python, SQL, Machine Learning","Python, SQL, Machine Learning",0.0,neutral,0.0,0.0,0.0,0.0,False,0.11343591318348323,2.7916569389282495,386,0.6756862745098039,262,0.7843137254901961
587,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2,100.0,82a93b152b27,['Python' 'SQL' 'Machine Learning'],3,"python, sql, machine learning",0.0,neutral,0.0,0.0,0.0,phrasing,"Python, SQL, Machine Learning","Python development, SQL querying, machine learning techniques",0.0,neutral,0.0,0.0,0.0,0.0,False,0.04259259237670783,0.7056324024930587,944,0.26,1059,0.15450980392156863
587,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2,100.0,82a93b152b27,['Python' 'SQL' 'Machine Learning'],3,"python, sql, machine learning",0.0,neutral,0.0,0.0,0.0,abbreviation,"Python, SQL, Machine Learning","Py, Structured Query Language, Machine Learning (ML)",0.0,neutral,0.0,0.0,0.0,0.0,False,0.02295993598801492,0.7056324024930587,1148,0.0988235294117647,1059,0.15450980392156863
587,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2,100.0,82a93b152b27,['Python' 'SQL' 'Machine Learning'],3,"python, sql, machine learning",0.0,neutral,0.0,0.0,0.0,word_order,"Python, SQL, Machine Learning","Machine Learning, Python, SQL",0.0,neutral,0.0,0.0,0.0,0.0,False,0.11343591318348323,1.882914695115963,386,0.6756862745098039,606,0.5121568627450981
587,"Python, SQL, Machine Learning",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2,100.0,82a93b152b27,['Python' 'SQL' 'Machine Learning'],3,"python, sql, machine learning",0.0,neutral,0.0,0.0,0.0,placement,"Python, SQL, Machine Learning","Skills & Expertise: Python, SQL, Machine Learning.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.05639414476411195,2.2356899250230855,791,0.3756862745098039,472,0.6278431372549019
588,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3,70.0,a917ca757ac5,['Linux' 'Networking' 'Ethical Hacking'],3,"linux, networking, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Linux, Networking, Ethical Hacking","Linux, Networking, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.0721215119859723,0.8041265006715685,686,0.44588235294117645,895,0.27215686274509804
588,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3,70.0,a917ca757ac5,['Linux' 'Networking' 'Ethical Hacking'],3,"linux, networking, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Linux, Networking, Ethical Hacking","Linux OS, computer networking, ethical hacking skills",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.03197402459201453,1.2754825150092992,1022,0.1980392156862745,661,0.4752941176470588
588,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3,70.0,a917ca757ac5,['Linux' 'Networking' 'Ethical Hacking'],3,"linux, networking, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Linux, Networking, Ethical Hacking","GNU/Linux, Net Admin, Ethical Hacking (CEH)",0.34636,positive,0.5106,0.1,0.3,-0.040000000000000036,False,0.02600578216460644,0.6822102731630961,1097,0.14,1049,0.17215686274509803
588,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3,70.0,a917ca757ac5,['Linux' 'Networking' 'Ethical Hacking'],3,"linux, networking, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Linux, Networking, Ethical Hacking","Ethical Hacking, Networking, Linux",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.0721215119859723,2.293027864442196,686,0.44588235294117645,474,0.6168627450980392
588,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3,70.0,a917ca757ac5,['Linux' 'Networking' 'Ethical Hacking'],3,"linux, networking, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Linux, Networking, Ethical Hacking","Core Competencies: Linux, Networking, Ethical Hacking. Demonstrated expertise in each area.",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.01892965704848565,0.49470188059825626,1156,0.09215686274509804,1125,0.11176470588235295
589,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5,100.0,fbe697429f16,['C++' 'React'],2,"c++, react",0.0,neutral,0.0,0.0,0.0,control,"C++, React","C++, React",0.0,neutral,0.0,0.0,0.0,0.0,False,0.05357644268081441,1.1750595014179495,621,0.45622317596566525,709,0.37553648068669526
589,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5,100.0,fbe697429f16,['C++' 'React'],2,"c++, react",0.0,neutral,0.0,0.0,0.0,phrasing,"C++, React","C++ programming, React frontend",0.0,neutral,0.0,0.0,0.0,0.0,False,0.015959019646896024,0.0,997,0.14206008583690988,846,0.13776824034334764
589,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5,100.0,fbe697429f16,['C++' 'React'],2,"c++, react",0.0,neutral,0.0,0.0,0.0,abbreviation,"C++, React","Cpp, ReactJS",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0,0.0,1146,0.009012875536480686,846,0.13776824034334764
589,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5,100.0,fbe697429f16,['C++' 'React'],2,"c++, react",0.0,neutral,0.0,0.0,0.0,word_order,"C++, React","React, C++",0.0,neutral,0.0,0.0,0.0,0.0,False,0.05357644268081441,1.237877636508383,621,0.45622317596566525,672,0.40858369098712444
589,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5,100.0,fbe697429f16,['C++' 'React'],2,"c++, react",0.0,neutral,0.0,0.0,0.0,placement,"C++, React","Skills & Expertise: C++, React.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.015999222945382918,0.8655951259136954,993,0.14721030042918454,815,0.2995708154506438
590,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2,60.0,e6fcc0253ed7,['Linux' 'Ethical Hacking'],2,"linux, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Linux, Ethical Hacking","Linux, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.08747637536319705,0.8830284955513539,579,0.532156862745098,822,0.3403921568627451
590,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2,60.0,e6fcc0253ed7,['Linux' 'Ethical Hacking'],2,"linux, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Linux, Ethical Hacking","Linux OS, ethical hacking skills",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.03780991601366108,1.484724483882566,933,0.2662745098039216,570,0.547843137254902
590,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2,60.0,e6fcc0253ed7,['Linux' 'Ethical Hacking'],2,"linux, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Linux, Ethical Hacking","GNU/Linux, White Hat Hacking",0.0,neutral,0.0,0.0,0.0,-0.38636000000000004,True,0.019969188993434688,0.0,1141,0.10431372549019607,1153,0.04862745098039216
590,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2,60.0,e6fcc0253ed7,['Linux' 'Ethical Hacking'],2,"linux, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Linux, Ethical Hacking","Ethical Hacking, Linux",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.08747637536319705,2.5180229027456518,579,0.532156862745098,450,0.6388235294117647
590,"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2,60.0,e6fcc0253ed7,['Linux' 'Ethical Hacking'],2,"linux, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Linux, Ethical Hacking","Core Competencies: Linux, Ethical Hacking. Demonstrated expertise in each area.",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.019141991237707975,0.5234779059838405,1150,0.0988235294117647,1112,0.12549019607843137
591,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666.0,1,50.0,60f070e33932,['SQL' 'React' 'Java'],3,"sql, react, java",0.0,neutral,0.0,0.0,0.0,control,"SQL, React, Java","SQL, React, Java",0.0,neutral,0.0,0.0,0.0,0.0,False,0.08589736081582439,2.222450561184668,85,0.8407725321888412,288,0.7437768240343348
591,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666.0,1,50.0,60f070e33932,['SQL' 'React' 'Java'],3,"sql, react, java",0.0,neutral,0.0,0.0,0.0,phrasing,"SQL, React, Java","SQL data retrieval, React frontend, Java programming",0.0,neutral,0.0,0.0,0.0,0.0,False,0.025987814942763206,0.0,811,0.3034334763948498,846,0.13776824034334764
591,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666.0,1,50.0,60f070e33932,['SQL' 'React' 'Java'],3,"sql, react, java",0.0,neutral,0.0,0.0,0.0,abbreviation,"SQL, React, Java","Structured Query Language, React.js, Java (JDK)",0.0,neutral,0.0,0.0,0.0,0.0,False,0.017943516733053482,0.0,944,0.18626609442060085,846,0.13776824034334764
591,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666.0,1,50.0,60f070e33932,['SQL' 'React' 'Java'],3,"sql, react, java",0.0,neutral,0.0,0.0,0.0,word_order,"SQL, React, Java","React, SQL, Java",0.0,neutral,0.0,0.0,0.0,0.0,False,0.08589736081582439,2.222450561184668,85,0.8407725321888412,288,0.7437768240343348
591,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666.0,1,50.0,60f070e33932,['SQL' 'React' 'Java'],3,"sql, react, java",0.0,neutral,0.0,0.0,0.0,placement,"SQL, React, Java","Technical Proficiencies: SQL, React, Java.",0.0,neutral,0.0,0.0,0.1,0.0,False,0.03225415915197578,1.8322466187879027,740,0.35708154506437767,510,0.5630901287553648
592,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018.0,10,100.0,793733573a1d,['Machine Learning' 'Python' 'SQL' 'Deep Learning'],4,"machine learning, python, sql, deep learning",0.0,neutral,0.0,0.0,0.4,control,"Machine Learning, Python, SQL, Deep Learning","Machine Learning, Python, SQL, Deep Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,3.2321745548787324,84,0.8709803921568627,145,0.8541176470588235
592,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018.0,10,100.0,793733573a1d,['Machine Learning' 'Python' 'SQL' 'Deep Learning'],4,"machine learning, python, sql, deep learning",0.0,neutral,0.0,0.0,0.4,phrasing,"Machine Learning, Python, SQL, Deep Learning","machine learning techniques, Python scripting, SQL querying, deep learning techniques",0.0,neutral,0.0,0.0,0.4,0.0,False,0.04920470061933613,1.1768846325078166,862,0.3247058823529412,829,0.3380392156862745
592,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018.0,10,100.0,793733573a1d,['Machine Learning' 'Python' 'SQL' 'Deep Learning'],4,"machine learning, python, sql, deep learning",0.0,neutral,0.0,0.0,0.4,abbreviation,"Machine Learning, Python, SQL, Deep Learning","ML, Python lang, Structured Query Language, Deep Learning (DL)",0.0,neutral,0.0,0.0,0.4,0.0,False,0.030482564809757192,0.6229271690886568,1099,0.13529411764705881,1127,0.10666666666666667
592,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018.0,10,100.0,793733573a1d,['Machine Learning' 'Python' 'SQL' 'Deep Learning'],4,"machine learning, python, sql, deep learning",0.0,neutral,0.0,0.0,0.4,word_order,"Machine Learning, Python, SQL, Deep Learning","Deep Learning, Python, SQL, Machine Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,3.2321745548787324,84,0.8709803921568627,145,0.8541176470588235
592,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018.0,10,100.0,793733573a1d,['Machine Learning' 'Python' 'SQL' 'Deep Learning'],4,"machine learning, python, sql, deep learning",0.0,neutral,0.0,0.0,0.4,placement,"Machine Learning, Python, SQL, Deep Learning","Core Competencies: Machine Learning, Python, SQL, Deep Learning. Demonstrated expertise in each area.",0.0,neutral,0.0,0.0,0.4,0.0,False,0.08326164314418884,3.8850085385106583,566,0.5494117647058824,84,0.9270588235294117
593,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861.0,1,65.0,d4e33e293428,['Deep Learning' 'SQL' 'Machine Learning' 'Python'],4,"deep learning, sql, machine learning, python",0.0,neutral,0.0,0.0,0.4,control,"Deep Learning, SQL, Machine Learning, Python","Deep Learning, SQL, Machine Learning, Python",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,2.4881630252086486,84,0.8709803921568627,389,0.6819607843137255
593,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861.0,1,65.0,d4e33e293428,['Deep Learning' 'SQL' 'Machine Learning' 'Python'],4,"deep learning, sql, machine learning, python",0.0,neutral,0.0,0.0,0.4,phrasing,"Deep Learning, SQL, Machine Learning, Python","deep learning techniques, SQL querying, applied machine learning, Python scripting",0.0,neutral,0.0,0.0,0.4,0.0,False,0.05461922364323488,1.2405015430354145,837,0.343921568627451,805,0.36705882352941177
593,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861.0,1,65.0,d4e33e293428,['Deep Learning' 'SQL' 'Machine Learning' 'Python'],4,"deep learning, sql, machine learning, python",0.0,neutral,0.0,0.0,0.4,abbreviation,"Deep Learning, SQL, Machine Learning, Python","DL, Structured Query Language, Machine Learning (ML), Py",0.0,neutral,0.0,0.0,0.0,0.0,False,0.02117113030262153,0.661705510696692,1163,0.08745098039215686,1100,0.12784313725490196
593,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861.0,1,65.0,d4e33e293428,['Deep Learning' 'SQL' 'Machine Learning' 'Python'],4,"deep learning, sql, machine learning, python",0.0,neutral,0.0,0.0,0.4,word_order,"Deep Learning, SQL, Machine Learning, Python","Machine Learning, Deep Learning, SQL, Python",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,2.4881630252086486,84,0.8709803921568627,389,0.6819607843137255
593,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,75861.0,1,65.0,d4e33e293428,['Deep Learning' 'SQL' 'Machine Learning' 'Python'],4,"deep learning, sql, machine learning, python",0.0,neutral,0.0,0.0,0.4,placement,"Deep Learning, SQL, Machine Learning, Python","Areas of Expertise — Deep Learning, SQL, Machine Learning, Python.",0.0,neutral,0.0,0.0,0.4,0.0,False,0.06523233130450168,1.9434496557837,690,0.45450980392156864,601,0.527843137254902
594,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4,100.0,e2fa8f5b4364,['Pytorch' 'TensorFlow' 'NLP'],3,"pytorch, tensorflow, nlp",0.0,neutral,0.0,0.0,0.0,control,"Pytorch, TensorFlow, NLP","Pytorch, TensorFlow, NLP",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07397598894537599,1.8970061331526913,680,0.4501945525291829,682,0.4626459143968872
594,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4,100.0,e2fa8f5b4364,['Pytorch' 'TensorFlow' 'NLP'],3,"pytorch, tensorflow, nlp",0.0,neutral,0.0,0.0,0.0,phrasing,"Pytorch, TensorFlow, NLP","PyTorch deep learning, TensorFlow framework, NLP techniques",0.0,neutral,0.0,0.0,0.4,0.0,False,0.19633229251275952,5.060830869842992,42,0.9665369649805448,112,0.9101167315175097
594,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4,100.0,e2fa8f5b4364,['Pytorch' 'TensorFlow' 'NLP'],3,"pytorch, tensorflow, nlp",0.0,neutral,0.0,0.0,0.0,abbreviation,"Pytorch, TensorFlow, NLP","PyTorch (PT), TF, Natural Language Processing (NLP)",0.25672,positive,0.3612,0.1,0.4,0.25672,True,0.13292002278241524,2.992678053958296,114,0.9108949416342412,399,0.6836575875486381
594,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4,100.0,e2fa8f5b4364,['Pytorch' 'TensorFlow' 'NLP'],3,"pytorch, tensorflow, nlp",0.0,neutral,0.0,0.0,0.0,word_order,"Pytorch, TensorFlow, NLP","Pytorch, NLP, TensorFlow",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07397598894537599,2.1276388321874107,680,0.4501945525291829,585,0.5392996108949416
594,"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4,100.0,e2fa8f5b4364,['Pytorch' 'TensorFlow' 'NLP'],3,"pytorch, tensorflow, nlp",0.0,neutral,0.0,0.0,0.0,placement,"Pytorch, TensorFlow, NLP","Areas of Expertise — Pytorch, TensorFlow, NLP.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07070210321543818,3.3733035839159258,819,0.36070038910505836,285,0.775875486381323
595,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796.0,3,100.0,a3aaf5a0e9ad,['Pytorch' 'Python' 'TensorFlow'],3,"pytorch, python, tensorflow",0.0,neutral,0.0,0.0,0.0,control,"Pytorch, Python, TensorFlow","Pytorch, Python, TensorFlow",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0741619128489402,1.0107917507075959,640,0.4875486381322957,921,0.27704280155642025
595,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796.0,3,100.0,a3aaf5a0e9ad,['Pytorch' 'Python' 'TensorFlow'],3,"pytorch, python, tensorflow",0.0,neutral,0.0,0.0,0.0,phrasing,"Pytorch, Python, TensorFlow","PyTorch library, Python programming, TensorFlow framework",0.0,neutral,0.0,0.0,0.0,0.0,False,0.09505817737053762,3.629714809488231,304,0.7642023346303501,212,0.8319066147859923
595,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796.0,3,100.0,a3aaf5a0e9ad,['Pytorch' 'Python' 'TensorFlow'],3,"pytorch, python, tensorflow",0.0,neutral,0.0,0.0,0.0,abbreviation,"Pytorch, Python, TensorFlow","PT, Python lang, TensorFlow (TF)",0.0,neutral,0.0,0.0,0.0,0.0,False,0.020115121406649915,0.7383755990301135,1217,0.05291828793774319,1068,0.16731517509727625
595,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796.0,3,100.0,a3aaf5a0e9ad,['Pytorch' 'Python' 'TensorFlow'],3,"pytorch, python, tensorflow",0.0,neutral,0.0,0.0,0.0,word_order,"Pytorch, Python, TensorFlow","TensorFlow, Pytorch, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0741619128489402,2.791971573247541,640,0.4875486381322957,471,0.6280155642023346
595,"Pytorch, Python, TensorFlow",7,B.Sc,,AI Researcher,Hire,53796.0,3,100.0,a3aaf5a0e9ad,['Pytorch' 'Python' 'TensorFlow'],3,"pytorch, python, tensorflow",0.0,neutral,0.0,0.0,0.0,placement,"Pytorch, Python, TensorFlow","Core Competencies: Pytorch, Python, TensorFlow. Demonstrated expertise in each area.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.078458983365621,3.989579366696069,565,0.5595330739299611,190,0.8521400778210116
596,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2,100.0,be6b5b7140b0,['Pytorch' 'NLP' 'Python'],3,"pytorch, nlp, python",0.0,neutral,0.0,0.0,0.0,control,"Pytorch, NLP, Python","Pytorch, NLP, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0750750614960195,3.0226042722822606,608,0.5155642023346303,384,0.6964980544747081
596,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2,100.0,be6b5b7140b0,['Pytorch' 'NLP' 'Python'],3,"pytorch, nlp, python",0.0,neutral,0.0,0.0,0.0,phrasing,"Pytorch, NLP, Python","PyTorch framework, NLP techniques, Python development",0.0,neutral,0.0,0.0,0.0,0.0,False,0.026605095826863358,0.6789762222674085,1098,0.1463035019455253,1078,0.14747081712062257
596,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2,100.0,be6b5b7140b0,['Pytorch' 'NLP' 'Python'],3,"pytorch, nlp, python",0.0,neutral,0.0,0.0,0.0,abbreviation,"Pytorch, NLP, Python","PyTorch (PT), Natural Language Processing (NLP), Python lang",0.25672,positive,0.3612,0.1,0.4,0.25672,True,0.13285130365833378,3.3701698240079527,118,0.9073929961089494,294,0.7642023346303501
596,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2,100.0,be6b5b7140b0,['Pytorch' 'NLP' 'Python'],3,"pytorch, nlp, python",0.0,neutral,0.0,0.0,0.0,word_order,"Pytorch, NLP, Python","NLP, Pytorch, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0750750614960195,3.0226042722822606,608,0.5155642023346303,384,0.6964980544747081
596,"Pytorch, NLP, Python",10,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2,100.0,be6b5b7140b0,['Pytorch' 'NLP' 'Python'],3,"pytorch, nlp, python",0.0,neutral,0.0,0.0,0.0,placement,"Pytorch, NLP, Python","Skills & Expertise: Pytorch, NLP, Python.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.08969385817922011,1.614158616532663,327,0.745136186770428,813,0.3649805447470817
597,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2,100.0,fcf1e4bf9cc9,['Python' 'Machine Learning'],2,"python, machine learning",0.0,neutral,0.0,0.0,0.0,control,"Python, Machine Learning","Python, Machine Learning",0.0,neutral,0.0,0.0,0.0,0.0,False,0.10208511983196411,1.9492348324732895,534,0.5698039215686275,572,0.5411764705882353
597,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2,100.0,fcf1e4bf9cc9,['Python' 'Machine Learning'],2,"python, machine learning",0.0,neutral,0.0,0.0,0.0,phrasing,"Python, Machine Learning","Python programming, machine learning methods",0.0,neutral,0.0,0.0,0.0,0.0,False,0.041603816581510425,0.8136611378904428,960,0.24784313725490195,980,0.21058823529411766
597,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2,100.0,fcf1e4bf9cc9,['Python' 'Machine Learning'],2,"python, machine learning",0.0,neutral,0.0,0.0,0.0,abbreviation,"Python, Machine Learning","Py, Machine Learning (ML)",0.0,neutral,0.0,0.0,0.0,0.0,False,0.032908375821247914,0.8811076932915989,1079,0.15333333333333332,963,0.2419607843137255
597,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2,100.0,fcf1e4bf9cc9,['Python' 'Machine Learning'],2,"python, machine learning",0.0,neutral,0.0,0.0,0.0,word_order,"Python, Machine Learning","Machine Learning, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.10208511983196411,1.0646135356516313,534,0.5698039215686275,910,0.27098039215686276
597,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2,100.0,fcf1e4bf9cc9,['Python' 'Machine Learning'],2,"python, machine learning",0.0,neutral,0.0,0.0,0.0,placement,"Python, Machine Learning","Key Skills: Python, Machine Learning. Proficient in all listed areas.",0.0,neutral,0.0,0.0,1.0,0.0,False,0.06375464996548041,3.207649344509738,740,0.42,230,0.8176470588235294
598,"Machine Learning, Python, Deep Learning",3,M.Tech,,Data Scientist,Hire,81656.0,7,80.0,bf7db3a1fea2,['Machine Learning' 'Python' 'Deep Learning'],3,"machine learning, python, deep learning",0.0,neutral,0.0,0.0,0.4,control,"Machine Learning, Python, Deep Learning","Machine Learning, Python, Deep Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.11980811063466246,2.5524434967815752,300,0.7447058823529412,345,0.7152941176470589
598,"Machine Learning, Python, Deep Learning",3,M.Tech,,Data Scientist,Hire,81656.0,7,80.0,bf7db3a1fea2,['Machine Learning' 'Python' 'Deep Learning'],3,"machine learning, python, deep learning",0.0,neutral,0.0,0.0,0.4,phrasing,"Machine Learning, Python, Deep Learning","machine learning methods, Python programming, deep learning techniques",0.0,neutral,0.0,0.0,0.4,0.0,False,0.057795975526106755,1.323411021393384,751,0.40941176470588236,789,0.37607843137254904
